collection_date,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco,Test_sunny,Test_Oceanside,Test_Palo,Test_san,Test_silcon,Test_south,Positive_sunny,Positive_Oceanside,Positive_Palo,Positive_san,Positive_silcon,Positive_south,,,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco
2022/6/5,1096.29,500,500,1547.34,500,500,1,1,1,1,1,1,1,0,0,1,0,0,,,1096.29,500,500,1547.34,500,500
2022/6/6,1817.513,1683.524,500,500,1961.772,1739.799,1,1,1,1,1,1,1,1,0,0,1,1,,,1817.513,1683.524,500,500,1961.772,1739.799
2022/6/7,3504.605,2880.209,1870.485,6319.604,1383.63,4705.594,1,1,1,1,1,1,1,1,1,1,1,1,,,3504.605,2880.209,1870.485,6319.604,1383.63,4705.594
2022/6/8,15280.94,3045.51,500,3594.313,3957.982,1889.649,1,1,1,1,1,1,1,1,0,1,1,1,,,15280.94,3045.51,500,3594.313,3957.982,1889.649
2022/6/9,500,45333.33,29584.27,3290.34,500,500,1,1,1,1,1,1,0,1,1,1,0,0,,,500,45333.33,29584.27,3290.34,500,500
2022/6/10,6103.733,3927.209,1086.854,840.8192,3076.084,500,1,1,1,1,1,1,1,1,1,1,1,0,,,6103.733,3927.209,1086.854,840.8192,3076.084,500
2022/6/11,1551.321,3740.19,4005.772,909.9005,18063.29,500,1,1,1,1,1,1,1,1,1,1,1,0,,,1551.321,3740.19,4005.772,909.9005,18063.29,500
2022/6/12,500,4834.765,500,2256.935,500,1620.178,1,1,1,1,1,1,0,1,0,1,0,1,,,500,4834.765,500,2256.935,500,1620.178
2022/6/13,1867.14,500,2166.306,500,2899.146,500,1,1,1,1,1,1,1,0,1,0,1,0,,,1867.14,500,2166.306,500,2899.146,500
2022/6/14,500,4819.259,500,757.3844,500,500,1,1,1,1,1,1,0,1,0,1,0,0,,,500,4819.259,500,757.3844,500,500
2022/6/15,500,5639.36,3000.775,1216.308,500,500,1,1,1,1,1,1,0,1,1,1,0,0,,,500,5639.36,3000.775,1216.308,500,500
2022/6/16,1086.929,500,6048.413,4324.54,1919.05,3777.936,1,1,1,1,1,1,1,0,1,1,1,1,,,1086.929,500,6048.413,4324.54,1919.05,3777.936
2022/6/17,2541.517,500,1602.11,1258.744,3891.208,1535.741,1,1,1,1,1,1,1,0,1,1,1,1,,,2541.517,500,1602.11,1258.744,3891.208,1535.741
2022/6/18,2583.351,500,500,1456.313,4054.692,500,1,1,1,1,1,1,1,0,0,1,1,0,,,2583.351,500,500,1456.313,4054.692,500
2022/6/19,500,500,5331.968,2250.735,500,500,1,1,1,1,1,1,0,0,1,1,0,0,,,500,500,5331.968,2250.735,500,500
2022/6/20,500,8081.058,2221.819,1219.505,9192.564,500,1,1,1,1,1,1,0,1,1,1,1,0,,,500,8081.058,2221.819,1219.505,9192.564,500
2022/6/21,24734.56,500,7284.978,3255.184,500,4614.015,1,1,1,1,1,1,1,0,1,1,0,1,,,24734.56,500,7284.978,3255.184,500,4614.015
2022/6/22,12264.41,500,500,2233.769,500,500,1,1,1,1,1,1,1,0,0,1,0,0,,,12264.41,500,500,2233.769,500,500
2022/6/23,7734.666,6635.47,500,2061.31,500,1806.666,1,1,1,1,1,1,1,1,0,1,0,1,,,7734.666,6635.47,500,2061.31,500,1806.666
2022/6/24,2218.503,4308.305,1681.757,1165.94,11643.61,500,1,1,1,1,1,1,1,1,1,1,1,0,,,2218.503,4308.305,1681.757,1165.94,11643.61,500
2022/6/25,1167.233,30928.82,6559.143,2169.013,500,2755.484,1,1,1,1,1,1,1,1,1,1,0,1,,,1167.233,30928.82,6559.143,2169.013,500,2755.484
2022/6/26,1066.839,10725.69,3385.132,5971.874,3660.642,1810.331,1,1,1,1,1,1,1,1,1,1,1,1,,,1066.839,10725.69,3385.132,5971.874,3660.642,1810.331
2022/6/27,500,5524.893,2286.632,500,500,500,1,1,1,1,1,1,0,1,1,0,0,0,,,500,5524.893,2286.632,500,500,500
2022/6/28,1985.925,500,3952.972,1306.278,1850.901,500,1,1,1,1,1,1,1,0,1,1,1,0,,,1985.925,500,3952.972,1306.278,1850.901,500
2022/6/29,833.56,1435.417,500,2658.234,500,500,1,1,1,1,1,1,1,1,0,1,0,0,,,833.56,1435.417,500,2658.234,500,500
2022/6/30,10024.95,1902.2,500,1367.281,500,7719.422,1,1,1,1,1,1,1,1,0,1,0,1,,,10024.95,1902.2,500,1367.281,500,7719.422
2022/7/1,767.8351,1046.075,1182.616,2417.601,500,500,1,1,1,1,1,1,1,1,1,1,0,0,,,767.8351,1046.075,1182.616,2417.601,500,500
2022/7/2,500,1372.528,500,1601.915,2052.359,2377.029,1,1,1,1,1,1,0,1,0,1,1,1,,,500,1372.528,500,1601.915,2052.359,2377.029
2022/7/3,1276.322,1119.775,4002.206,2763.695,500,1191.489,1,1,1,1,1,1,1,1,1,1,0,1,,,1276.322,1119.775,4002.206,2763.695,500,1191.489
2022/7/4,1148.371,1998.207,500,1645.439,1992.668,500,1,1,1,1,1,1,1,1,0,1,1,0,,,1148.371,1998.207,500,1645.439,1992.668,500
2022/7/5,1428.686,500,1412.854,1134.428,500,915.4867,1,1,1,1,1,1,1,0,1,1,0,1,,,1428.686,500,1412.854,1134.428,500,915.4867
2022/7/6,1857.371,500,4070.965,4703.834,4161.106,1484.809,1,1,1,1,1,1,1,0,1,1,1,1,,,1857.371,500,4070.965,4703.834,4161.106,1484.809
2022/7/7,500,5406.451,500,2966.117,500,1657.837,1,1,1,1,1,1,0,1,0,1,0,1,,,500,5406.451,500,2966.117,500,1657.837
2022/7/8,500,1582.392,500,3524.703,500,2103.661,1,1,1,1,1,1,0,1,0,1,0,1,,,500,1582.392,500,3524.703,500,2103.661
2022/7/9,878.4135,2136.696,14612.39,2517.91,500,2593.905,1,1,1,1,1,1,1,1,1,1,0,1,,,878.4135,2136.696,14612.39,2517.91,500,2593.905
2022/7/10,3363.632,1377.417,4532.245,1996.168,1657.221,,1,1,1,1,1,0,1,1,1,1,1,0,,,3363.632,1377.417,4532.245,1996.168,1657.221,
2022/7/11,1779.816,500,500,1006.023,3128.534,500,1,1,1,1,1,1,1,0,0,1,1,0,,,1779.816,500,500,1006.023,3128.534,500
2022/7/12,13561.83,2389.332,500,1278.651,1428.057,1377.27,1,1,1,1,1,1,1,1,0,1,1,1,,,13561.83,2389.332,500,1278.651,1428.057,1377.27
2022/7/13,1508.177,500,3633.394,500,500,3958.787,1,1,1,1,1,1,1,0,1,0,0,1,,,1508.177,500,3633.394,500,500,3958.787
2022/7/14,6210.178,500,500,500,500,1726.432,1,1,1,1,1,1,1,0,0,0,0,1,,,6210.178,500,500,500,500,1726.432
2022/7/15,9914.322,2601.837,500,500,500,1262.524,1,1,1,1,1,1,1,1,0,0,0,1,,,9914.322,2601.837,500,500,500,1262.524
2022/7/16,1323.975,11351.05,13275.54,500,2002.419,1380.094,1,1,1,1,1,1,1,1,1,0,1,1,,,1323.975,11351.05,13275.54,500,2002.419,1380.094
2022/7/17,1205.59,500,1240.975,4982.521,500,1084.975,1,1,1,1,1,1,1,0,1,1,0,1,,,1205.59,500,1240.975,4982.521,500,1084.975
2022/7/18,4449.483,500,153289.4,2357.172,4377.247,2072.943,1,1,1,1,1,1,1,0,1,1,1,1,,,4449.483,500,153289.4,2357.172,4377.247,2072.943
2022/7/19,1903.583,1351.945,13495.4,6579.92,2689.76,2273.836,1,1,1,1,1,1,1,1,1,1,1,1,,,1903.583,1351.945,13495.4,6579.92,2689.76,2273.836
2022/7/20,1050.136,500,500,500,2421.592,4586.835,1,1,1,1,1,1,1,0,0,0,1,1,,,1050.136,500,500,500,2421.592,4586.835
2022/7/21,500,500,3344.516,500,500,3132.46,1,1,1,1,1,1,0,0,1,0,0,1,,,500,500,3344.516,500,500,3132.46
2022/7/22,2578.551,500,1633.991,7944.368,500,1243.824,1,1,1,1,1,1,1,0,1,1,0,1,,,2578.551,500,1633.991,7944.368,500,1243.824
2022/7/23,3151.167,500,4724.786,1061.926,500,500,1,1,1,1,1,1,1,0,1,1,0,0,,,3151.167,500,4724.786,1061.926,500,500
2022/7/24,5587.302,500,12994.58,500,2118.31,926.9931,1,1,1,1,1,1,1,0,1,0,1,1,,,5587.302,500,12994.58,500,2118.31,926.9931
2022/7/25,1356.205,4140.678,2255.493,1694.228,3604.732,500,1,1,1,1,1,1,1,1,1,1,1,0,,,1356.205,4140.678,2255.493,1694.228,3604.732,500
2022/7/26,4822.134,2020.797,4029.722,2124.659,3477.772,1383.797,1,1,1,1,1,1,1,1,1,1,1,1,,,4822.134,2020.797,4029.722,2124.659,3477.772,1383.797
2022/7/27,852.1459,500,9610.325,1076.443,3454.025,1549.858,1,1,1,1,1,1,1,0,1,1,1,1,,,852.1459,500,9610.325,1076.443,3454.025,1549.858
2022/7/28,500,1458.231,9887.215,1172.861,33474.64,500,1,1,1,1,1,1,0,1,1,1,1,0,,,500,1458.231,9887.215,1172.861,33474.64,500
2022/7/29,1170.923,3405.537,4847.808,500,13626.01,8830.022,1,1,1,1,1,1,1,1,1,0,1,1,,,1170.923,3405.537,4847.808,500,13626.01,8830.022
2022/7/30,500,813.5091,6957.571,2719.624,4427.853,500,1,1,1,1,1,1,0,1,1,1,1,0,,,500,813.5091,6957.571,2719.624,4427.853,500
2022/7/31,1450.251,8490.894,4134.654,1998.17,500,500,1,1,1,1,1,1,1,1,1,1,0,0,,,1450.251,8490.894,4134.654,1998.17,500,500
2022/8/1,500,1751.794,11618.5,5719.02,3626.693,4771.257,1,1,1,1,1,1,0,1,1,1,1,1,,,500,1751.794,11618.5,5719.02,3626.693,4771.257
2022/8/2,1151.657,,4268.209,1167.523,4562.627,1301.416,1,0,1,1,1,1,1,0,1,1,1,1,,,1151.657,,4268.209,1167.523,4562.627,1301.416
2022/8/3,3030.177,3001.596,1678.373,4174.097,500,1842.424,1,1,1,1,1,1,1,1,1,1,0,1,,,3030.177,3001.596,1678.373,4174.097,500,1842.424
2022/8/4,1782.001,2050.771,7111.538,2447.284,2637.07,1288.591,1,1,1,1,1,1,1,1,1,1,1,1,,,1782.001,2050.771,7111.538,2447.284,2637.07,1288.591
2022/8/5,1098.435,5630.727,6390.468,5697.262,2490.039,4498.791,1,1,1,1,1,1,1,1,1,1,1,1,,,1098.435,5630.727,6390.468,5697.262,2490.039,4498.791
2022/8/6,5403.277,500,500,500,6228.557,1645.584,1,1,1,1,1,1,1,0,0,0,1,1,,,5403.277,500,500,500,6228.557,1645.584
2022/8/7,500,500,500,6616.435,7302.263,3118.933,1,1,1,1,1,1,0,0,0,1,1,1,,,500,500,500,6616.435,7302.263,3118.933
2022/8/8,11633.54,2502.63,500,500,2802.135,2092.973,1,1,1,1,1,1,1,1,0,0,1,1,,,11633.54,2502.63,500,500,2802.135,2092.973
2022/8/9,4896.97,2097.974,9708.828,2854.342,1757.314,2176.214,1,1,1,1,1,1,1,1,1,1,1,1,,,4896.97,2097.974,9708.828,2854.342,1757.314,2176.214
2022/8/10,2661.235,10794.56,3409.318,2640.284,37779.95,1572.509,1,1,1,1,1,1,1,1,1,1,1,1,,,2661.235,10794.56,3409.318,2640.284,37779.95,1572.509
2022/8/11,500,,500,2082.78,12134.98,4334.312,1,0,1,1,1,1,0,0,0,1,1,1,,,500,,500,2082.78,12134.98,4334.312
2022/8/12,1048.664,1350.459,7044.444,1184.639,3271.111,2325.303,1,1,1,1,1,1,1,1,1,1,1,1,,,1048.664,1350.459,7044.444,1184.639,3271.111,2325.303
2022/8/13,1418.593,955.9748,20538.13,4047.75,6645.333,915.7142,1,1,1,1,1,1,1,1,1,1,1,1,,,1418.593,955.9748,20538.13,4047.75,6645.333,915.7142
2022/8/14,3458.916,1579.493,1525.146,1826.505,2533.567,500,1,1,1,1,1,1,1,1,1,1,1,0,,,3458.916,1579.493,1525.146,1826.505,2533.567,500
2022/8/15,2735.871,12572.34,4647.186,2197.585,8791.467,1242.687,1,1,1,1,1,1,1,1,1,1,1,1,,,2735.871,12572.34,4647.186,2197.585,8791.467,1242.687
2022/8/16,4044.988,2333.746,5361.455,3139.632,3402.305,5444.395,1,1,1,1,1,1,1,1,1,1,1,1,,,4044.988,2333.746,5361.455,3139.632,3402.305,5444.395
2022/8/17,6365.392,14872.35,4799.444,4284.938,9113.664,3111.7,1,1,1,1,1,1,1,1,1,1,1,1,,,6365.392,14872.35,4799.444,4284.938,9113.664,3111.7
2022/8/18,500,3966.346,20397.51,4025.253,500,5863.687,1,1,1,1,1,1,0,1,1,1,0,1,,,500,3966.346,20397.51,4025.253,500,5863.687
2022/8/19,1549.636,3139.092,15171.13,7858.787,500,500,1,1,1,1,1,1,1,1,1,1,0,0,,,1549.636,3139.092,15171.13,7858.787,500,500
2022/8/20,7320.251,500,6279.864,2215.455,8658.407,500,1,1,1,1,1,1,1,0,1,1,1,0,,,7320.251,500,6279.864,2215.455,8658.407,500
2022/8/21,1639.592,4259.133,4406.03,2213.062,1822.406,1528.062,1,1,1,1,1,1,1,1,1,1,1,1,,,1639.592,4259.133,4406.03,2213.062,1822.406,1528.062
2022/8/22,1777.341,4357.964,4569.414,1451.054,500,4285.828,1,1,1,1,1,1,1,1,1,1,0,1,,,1777.341,4357.964,4569.414,1451.054,500,4285.828
2022/8/23,2549.544,6393.102,1720.449,4361.151,500,3548.409,1,1,1,1,1,1,1,1,1,1,0,1,,,2549.544,6393.102,1720.449,4361.151,500,3548.409
2022/8/24,2444.343,,500,5342.768,2506.154,2802.837,1,0,1,1,1,1,1,0,0,1,1,1,,,2444.343,,500,5342.768,2506.154,2802.837
2022/8/25,3723.847,500,500,3336.816,500,1909.07,1,1,1,1,1,1,1,0,0,1,0,1,,,3723.847,500,500,3336.816,500,1909.07
2022/8/26,2760.734,1518.273,1983.799,1679.278,3733.477,500,1,1,1,1,1,1,1,1,1,1,1,0,,,2760.734,1518.273,1983.799,1679.278,3733.477,500
2022/8/27,10115.28,3571.297,2093.592,1717.288,500,1918.73,1,1,1,1,1,1,1,1,1,1,0,1,,,10115.28,3571.297,2093.592,1717.288,500,1918.73
2022/8/28,4486.696,3043.606,7573.498,2510.91,1952.033,2128.096,1,1,1,1,1,1,1,1,1,1,1,1,,,4486.696,3043.606,7573.498,2510.91,1952.033,2128.096
2022/8/29,4429.289,4252.694,13672.35,3663.833,7907.017,2275.773,1,1,1,1,1,1,1,1,1,1,1,1,,,4429.289,4252.694,13672.35,3663.833,7907.017,2275.773
2022/8/30,10355.7,4427.2,12816.98,5916.506,20943.46,4178.96,1,1,1,1,1,1,1,1,1,1,1,1,,,10355.7,4427.2,12816.98,5916.506,20943.46,4178.96
2022/8/31,14231.05,4140.811,6250.084,4985.31,2621.332,2277.183,1,1,1,1,1,1,1,1,1,1,1,1,,,14231.05,4140.811,6250.084,4985.31,2621.332,2277.183
2022/9/1,2798.391,12250.92,24064,2438.835,4433.365,3948.887,1,1,1,1,1,1,1,1,1,1,1,1,,,2798.391,12250.92,24064,2438.835,4433.365,3948.887
2022/9/2,3723.142,10721.65,19007.38,500,4180.645,1503.333,1,1,1,1,1,1,1,1,1,0,1,1,,,3723.142,10721.65,19007.38,500,4180.645,1503.333
2022/9/3,3935.166,2720.302,6219.425,1994.439,2426.988,4618.661,1,1,1,1,1,1,1,1,1,1,1,1,,,3935.166,2720.302,6219.425,1994.439,2426.988,4618.661
2022/9/4,2740.976,1912.076,1454.479,4120.899,7383.315,5839.939,1,1,1,1,1,1,1,1,1,1,1,1,,,2740.976,1912.076,1454.479,4120.899,7383.315,5839.939
2022/9/5,4087.691,1841.62,5760.911,5208.658,1762.526,1365.03,1,1,1,1,1,1,1,1,1,1,1,1,,,4087.691,1841.62,5760.911,5208.658,1762.526,1365.03
2022/9/6,22170.27,3521.766,4163.141,6550.748,4502.725,1800.865,1,1,1,1,1,1,1,1,1,1,1,1,,,22170.27,3521.766,4163.141,6550.748,4502.725,1800.865
2022/9/7,7090.855,1713.215,4368.28,9568.782,2397.51,3280.191,1,1,1,1,1,1,1,1,1,1,1,1,,,7090.855,1713.215,4368.28,9568.782,2397.51,3280.191
2022/9/8,1147.579,6011.526,4878.709,11538.16,500,10065.89,1,1,1,1,1,1,1,1,1,1,0,1,,,1147.579,6011.526,4878.709,11538.16,500,10065.89
2022/9/9,1429.941,2794.552,1553.909,3441.055,1521.2,5362.831,1,1,1,1,1,1,1,1,1,1,1,1,,,1429.941,2794.552,1553.909,3441.055,1521.2,5362.831
2022/9/10,1611.111,3500,5417.42,5806.69,6988.506,2404.43,1,1,1,1,1,1,1,1,1,1,1,1,,,1611.111,3500,5417.42,5806.69,6988.506,2404.43
2022/9/11,6388.905,15007.03,11747.26,13876.75,4292.353,2168.566,1,1,1,1,1,1,1,1,1,1,1,1,,,6388.905,15007.03,11747.26,13876.75,4292.353,2168.566
2022/9/12,1306.654,12129.8,10633.8,8961.675,6283.605,3907.126,1,1,1,1,1,1,1,1,1,1,1,1,,,1306.654,12129.8,10633.8,8961.675,6283.605,3907.126
2022/9/13,4532.626,5306.585,1957.644,4967.015,3839.096,3479.422,1,1,1,1,1,1,1,1,1,1,1,1,,,4532.626,5306.585,1957.644,4967.015,3839.096,3479.422
2022/9/14,16512.14,4779.778,2059.131,6507.84,2334.493,3800.881,1,1,1,1,1,1,1,1,1,1,1,1,,,16512.14,4779.778,2059.131,6507.84,2334.493,3800.881
2022/9/15,22345.06,,3934.807,37759.46,3844.942,9810.256,1,0,1,1,1,1,1,0,1,1,1,1,,,22345.06,,3934.807,37759.46,3844.942,9810.256
2022/9/16,4842.105,12457.4,2853.617,4873.132,28810.87,6506.609,1,1,1,1,1,1,1,1,1,1,1,1,,,4842.105,12457.4,2853.617,4873.132,28810.87,6506.609
2022/9/17,17827.23,5554.19,8790.138,9556.098,8419.679,8596.208,1,1,1,1,1,1,1,1,1,1,1,1,,,17827.23,5554.19,8790.138,9556.098,8419.679,8596.208
2022/9/18,6716.981,4519.985,4635.172,9982.574,6587.39,,1,1,1,1,1,0,1,1,1,1,1,0,,,6716.981,4519.985,4635.172,9982.574,6587.39,
2022/9/19,15376.06,4051.493,28008.69,4147.516,3813.839,4871.833,1,1,1,1,1,1,1,1,1,1,1,1,,,15376.06,4051.493,28008.69,4147.516,3813.839,4871.833
2022/9/20,9609.951,,6692.987,16504.71,6538.898,1183.775,1,0,1,1,1,1,1,0,1,1,1,1,,,9609.951,,6692.987,16504.71,6538.898,1183.775
2022/9/21,22593.67,8769.274,6777.677,2170.186,2762.075,,1,1,1,1,1,0,1,1,1,1,1,0,,,22593.67,8769.274,6777.677,2170.186,2762.075,
2022/9/22,2427.468,5421.098,2453.541,2200.063,6030.45,1439.487,1,1,1,1,1,1,1,1,1,1,1,1,,,2427.468,5421.098,2453.541,2200.063,6030.45,1439.487
2022/9/23,7561.322,15939.06,31961.54,2913.265,22332.83,6716.937,1,1,1,1,1,1,1,1,1,1,1,1,,,7561.322,15939.06,31961.54,2913.265,22332.83,6716.937
2022/9/24,7725.836,20583.97,5332.899,5385.959,6076.803,16499.8,1,1,1,1,1,1,1,1,1,1,1,1,,,7725.836,20583.97,5332.899,5385.959,6076.803,16499.8
2022/9/25,5326.48,9279.178,7452.868,6244.816,12095.56,13716.53,1,1,1,1,1,1,1,1,1,1,1,1,,,5326.48,9279.178,7452.868,6244.816,12095.56,13716.53
2022/9/26,5411.955,4425.529,36193.4,11506.6,3917.481,4564.748,1,1,1,1,1,1,1,1,1,1,1,1,,,5411.955,4425.529,36193.4,11506.6,3917.481,4564.748
2022/9/27,,19045.26,500,30933.33,9560.019,3632.995,0,1,1,1,1,1,0,1,0,1,1,1,,,,19045.26,500,30933.33,9560.019,3632.995
2022/9/28,10859.9,7445.19,6157.319,5951.166,10033.9,2135.624,1,1,1,1,1,1,1,1,1,1,1,1,,,10859.9,7445.19,6157.319,5951.166,10033.9,2135.624
2022/9/29,14064.32,9937.641,30915.25,7450.586,12886.43,2880,1,1,1,1,1,1,1,1,1,1,1,1,,,14064.32,9937.641,30915.25,7450.586,12886.43,2880
2022/9/30,8172.471,14460.25,43111.11,22486.49,13080.29,6857.143,1,1,1,1,1,1,1,1,1,1,1,1,,,8172.471,14460.25,43111.11,22486.49,13080.29,6857.143
2022/10/1,14976.43,33836.07,16122.47,9152.205,4226.566,8267.738,1,1,1,1,1,1,1,1,1,1,1,1,,,14976.43,33836.07,16122.47,9152.205,4226.566,8267.738
2022/10/2,7566.284,21150.53,22400.87,18932.91,14584.03,7825.545,1,1,1,1,1,1,1,1,1,1,1,1,,,7566.284,21150.53,22400.87,18932.91,14584.03,7825.545
2022/10/3,49233.37,24815.11,41858.18,6401.097,13138.45,13115.65,1,1,1,1,1,1,1,1,1,1,1,1,,,49233.37,24815.11,41858.18,6401.097,13138.45,13115.65
2022/10/4,17686.97,31835.9,26462.79,18231.91,26763.12,12561.98,1,1,1,1,1,1,1,1,1,1,1,1,,,17686.97,31835.9,26462.79,18231.91,26763.12,12561.98
2022/10/5,27171.16,57311.32,57754.82,8830.765,25027.07,15689.59,1,1,1,1,1,1,1,1,1,1,1,1,,,27171.16,57311.32,57754.82,8830.765,25027.07,15689.59
2022/10/6,,37712.19,26897.96,11511.87,19374.44,7242.554,0,1,1,1,1,1,0,1,1,1,1,1,,,,37712.19,26897.96,11511.87,19374.44,7242.554
2022/10/7,12676.93,55104.51,12747.22,9639.046,4661.559,17688.73,1,1,1,1,1,1,1,1,1,1,1,1,,,12676.93,55104.51,12747.22,9639.046,4661.559,17688.73
2022/10/8,15646.37,16223.25,32318.09,9480.253,52571.47,8199.517,1,1,1,1,1,1,1,1,1,1,1,1,,,15646.37,16223.25,32318.09,9480.253,52571.47,8199.517
2022/10/9,29857.52,36550.53,14555.32,14143.77,62064.19,11996.59,1,1,1,1,1,1,1,1,1,1,1,1,,,29857.52,36550.53,14555.32,14143.77,62064.19,11996.59
2022/10/10,42121.76,19594.37,36848.81,8382.563,20482.59,20907.22,1,1,1,1,1,1,1,1,1,1,1,1,,,42121.76,19594.37,36848.81,8382.563,20482.59,20907.22
2022/10/11,54614.54,16457.82,10258.17,12832.8,17881.19,9064.039,1,1,1,1,1,1,1,1,1,1,1,1,,,54614.54,16457.82,10258.17,12832.8,17881.19,9064.039
2022/10/12,16409.69,30679.95,15475.19,14391.46,43713.21,11528.97,1,1,1,1,1,1,1,1,1,1,1,1,,,16409.69,30679.95,15475.19,14391.46,43713.21,11528.97
2022/10/13,19947.27,29998.53,26345.15,31638.44,27469.72,25625.95,1,1,1,1,1,1,1,1,1,1,1,1,,,19947.27,29998.53,26345.15,31638.44,27469.72,25625.95
2022/10/14,21883.74,43471.51,7280.339,15112.56,30554.25,21629.76,1,1,1,1,1,1,1,1,1,1,1,1,,,21883.74,43471.51,7280.339,15112.56,30554.25,21629.76
2022/10/15,28913.14,16084.63,21089.66,30525.71,35538.39,15308.7,1,1,1,1,1,1,1,1,1,1,1,1,,,28913.14,16084.63,21089.66,30525.71,35538.39,15308.7
2022/10/16,41677.38,38107.95,18364.03,16175.14,24521.78,7055.862,1,1,1,1,1,1,1,1,1,1,1,1,,,41677.38,38107.95,18364.03,16175.14,24521.78,7055.862
2022/10/17,18524.49,34869.81,7279.865,20911.95,40630.62,19898.94,1,1,1,1,1,1,1,1,1,1,1,1,,,18524.49,34869.81,7279.865,20911.95,40630.62,19898.94
2022/10/18,8017.489,18996.15,7978.945,22627.37,51236.82,31304.6,1,1,1,1,1,1,1,1,1,1,1,1,,,8017.489,18996.15,7978.945,22627.37,51236.82,31304.6
